File Name,Date,Particulars,Vch Type,Vch No.,Debit,Credit
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
4943.78 Dr
CGST
444.94 Dr
CGST
506.25 Dr
SGST
444.94 Dr
SGST
506.25 Dr",67,6637.50,
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,Transaction details,Purchase,,69427.10,
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5625.00 Dr
CGST
506.25 Dr
SGST
506.25 Dr",68,6637.50,
RAJ AGENCIES.pdf,26-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
1695.00 Dr
IGST
305.00 Dr",316,1695.00,
GAYATRI ENGINEERING WORKS.pdf,8-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
74900.00 Dr
IGST
13482.00 Dr",358,88382.00,
SHANKARA BUILDING PRODUCTS LIMITE.pdf,11-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
932.00 Dr
CGST
83.88 Dr
SGST
83.88 Dr",121,932.00,
I S HARDWARE.pdf,1-Sep-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
12400.00 Dr
CGST
1116.00 Dr
CGST
981.00 Dr
SGST
1116.00 Dr
SGST
981.00 Dr",166,14632.00,
I S HARDWARE.pdf,1-Sep-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
12400.00 Dr
CGST
1116.00 Dr
CGST
981.00 Dr
SGST
1116.00 Dr
SGST
981.00 Dr",167,14632.00,
GEETHA AUTO COMMERCIALS.pdf,18-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
8824.62 Dr
IGST
1588.43 Dr",322,10500.00,
GEETHA AUTO COMMERCIALS.pdf,20-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
8643.19 Dr
IGST
1555.81 Dr",323,10199.00,
GEETHA AUTO COMMERCIALS.pdf,26-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
11376.66 Dr
IGST
2122.34 Dr",324,13499.00,
UNIVERSAL HARDWARE.pdf,11-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2100.00 Dr
CGST
189.00 Dr
SGST
189.00 Dr",95,2100.00,
UNIVERSAL HARDWARE.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2050.00 Dr
CGST
184.50 Dr
SGST
184.50 Dr",96,2050.00,
EXTREME ENGINEERING CENTRE.pdf,5-Nov-19,"HDFC Bank  9564 50,000.00 1633 Payment
IMPS-930916361297-EXTREEM",Payment,1633,,50000.00
EXTREME ENGINEERING CENTRE.pdf,7-Nov-19,"HDFC Bank  9564 2,00,000.00 1649 Payment
IMPS-931112323916-EXTREEM",Payment,1649,,200000.00
EXTREME ENGINEERING CENTRE.pdf,8-Nov-19,"HDFC Bank  9564 3,33,000.00 1651 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1651,,333000.00
EXTREME ENGINEERING CENTRE.pdf,10-Nov-19,"HDFC Bank  9564 5,888.00 1660 Payment
IMPS-931411376239-EXTREEM",Payment,1660,,5888.00
EXTREME ENGINEERING CENTRE.pdf,12-Nov-19,"HDFC Bank  9564 1,59,279.00 1675 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1675,,159279.00
EXTREME ENGINEERING CENTRE.pdf,8-Dec-19,"HDFC Bank  9564 50,000.00 1801 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1801,,50000.00
EXTREME ENGINEERING CENTRE.pdf,9-Dec-19,"HDFC Bank  9564 2,00,000.00 1803 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1803,,200000.00
EXTREME ENGINEERING CENTRE.pdf,10-Dec-19,"HDFC Bank  9564 87,661.00 1804 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1804,,87661.00
MARHABA TRADING CO.pdf,17-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
21800.00 Dr
CGST
1962.00 Dr
SGST
1962.00 Dr",239,25724.00,
ELCON PRODUCTS.pdf,14-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
25000.00 Dr
IGST
4500.00 Dr",61,29500.00,
